key,fare_amount
2013-07-10 09:35:00.00000047,19.5
2013-07-10 09:35:00.000000151,10.5
2010-05-21 03:42:45.0000004,6.9
2013-02-28 22:05:00.000000114,14.0
2009-07-13 21:24:42.0000004,5.7
2009-12-25 09:32:00.00000033,4.5
2010-01-22 20:10:00.000000282,5.3
2011-11-11 00:24:00.000000147,5.7
2012-08-31 20:10:00.00000046,4.5
2013-07-05 14:19:26.0000002,8.0
2010-08-13 19:42:00.000000243,8.9
2013-02-02 09:16:20.0000004,18.0
2013-04-07 02:38:00.00000073,20.0
2010-10-21 17:32:29.0000001,24.27
2013-07-09 15:03:00.00000034,7.5
2009-03-01 20:26:00.000000114,4.5
2010-04-03 16:23:15.0000002,13.3
2012-09-12 16:54:44.0000001,10.5
2012-11-05 11:14:00.000000123,14.5
2013-03-06 08:38:00.000000188,41.83
2011-11-15 11:24:43.0000004,8.9
2014-09-29 01:02:53.0000002,52.0
2014-09-19 10:02:00.000000151,3.5
2009-06-25 13:55:48.0000003,14.1
2009-08-24 06:16:27.0000002,12.9
2010-01-30 17:10:58.0000002,12.5
2013-11-24 21:20:33.0000002,34.83
2014-03-02 03:24:41.0000002,7.0
2015-06-25 14:07:30.0000003,44.04
2012-10-11 12:20:19.0000001,9.0
2013-09-14 12:17:00.000000163,5.0
2012-10-21 15:45:28.0000001,4.5
2013-04-15 14:23:16.0000001,7.0
2011-04-06 22:54:06.0000003,5.3
2012-03-15 23:30:56.0000002,3.7
2014-11-02 10:56:00.000000153,4.0
2012-02-10 07:21:52.0000004,18.1
2014-07-04 13:46:00.000000102,9.5
2011-03-01 08:05:38.0000005,28.9
2013-08-07 09:56:29.0000002,13.0
2013-09-20 16:43:26.0000003,11.0
2011-05-29 13:25:15.0000006,6.5
2013-01-26 14:33:55.0000004,10.5
2014-04-18 11:44:00.000000194,7.0
2014-10-20 10:18:00.00000079,18.0
2011-08-16 18:24:00.000000246,6.5
2013-02-28 19:20:07.0000002,15.0
2012-08-05 20:08:33.0000002,5.7
2013-04-06 02:33:00.00000069,19.0
2010-04-01 19:40:41.0000001,6.5
2014-05-19 16:44:27.0000001,8.5
2014-09-02 21:11:30.0000003,8.0
2014-11-07 12:46:50.0000006,14.0
2015-02-10 05:59:08.0000001,6.5
2015-04-09 16:20:35.0000005,12.0
2015-05-06 21:13:12.00000010,7.0
2010-04-06 07:52:44.0000001,33.3
2010-08-30 09:02:24.0000002,9.3
2012-11-12 19:56:45.0000001,9.5
2012-11-14 00:33:40.0000002,16.0
2013-01-11 18:37:40.0000005,5.5
2013-05-25 00:01:25.0000001,6.0
2013-11-12 05:32:29.0000004,8.5
2014-05-24 23:49:44.0000002,8.0
2012-04-29 19:47:08.0000003,14.1
2014-04-12 20:09:04.0000002,10.0
2012-04-13 14:54:00.00000060,10.9
2014-05-31 19:29:15.0000002,6.5
2015-06-11 15:19:14.0000003,24.0
2009-11-05 06:40:00.00000028,29.2
2011-07-10 18:28:00.0000007,7.7
2013-02-06 20:45:00.00000049,6.0
2013-06-23 12:43:00.00000090,9.0
2014-12-15 07:56:27.0000002,57.33
2009-05-17 22:48:00.00000049,13.7
2012-05-25 20:14:00.000000197,9.3
2013-04-17 10:37:00.000000119,26.5
2013-09-18 21:57:00.000000121,5.5
2013-11-15 14:43:00.000000150,5.0
2014-07-17 19:31:26.0000004,50.0
2014-12-18 02:07:00.00000055,25.0
2010-01-04 18:13:59.0000005,10.9
2010-11-18 13:59:00.00000057,16.5
2011-07-06 04:27:36.0000001,12.1
2010-02-18 08:47:00.000000198,4.9
2010-02-18 08:47:00.000000218,10.9
2012-04-10 08:43:00.000000183,10.5
2012-09-08 03:35:00.00000038,6.5
2015-06-04 20:25:50.00000011,4.5
2011-10-13 11:09:00.000000111,20.9
2012-09-16 15:06:32.0000003,8.5
2013-07-18 07:56:16.0000005,10.5
2010-08-29 00:00:00.00000042,7.3
2010-11-16 06:26:00.00000038,8.9
2015-04-24 01:12:34.0000002,4.5
2009-11-13 23:38:18.0000006,6.9
2012-04-30 09:59:40.0000002,6.5
2009-04-29 22:54:00.00000057,7.7
2009-10-29 20:41:00.00000015,8.9
2010-04-07 10:14:00.000000154,14.1
2013-06-11 17:53:00.000000140,18.0
2009-07-28 23:41:00.00000015,7.7
2012-01-20 13:30:54.0000001,5.3
2012-05-06 05:00:00.00000052,14.9
2009-10-17 10:37:00.00000058,7.3
2012-01-11 18:39:01.0000005,4.5
2009-07-21 16:40:00.00000048,6.1
2009-12-04 10:16:54.0000002,6.9
2010-11-04 19:51:45.0000004,6.9
2013-01-15 08:02:22.0000001,4.0
2013-12-22 12:21:00.00000044,5.5
2010-08-26 11:07:52.0000003,14.5
2011-01-08 11:40:36.0000002,8.9
2011-11-04 21:58:00.000000212,5.3
2013-08-30 12:45:00.0000003,22.0
2014-02-05 13:23:00.00000011,7.5
2009-02-24 17:00:36.0000001,10.3
2009-09-23 22:53:40.0000004,8.9
2009-12-23 11:25:00.000000165,3.3
2011-01-04 20:57:25.0000005,7.3
2013-01-26 02:09:57.0000001,24.0
2013-09-24 11:48:55.0000006,7.5
2014-03-08 16:48:00.000000115,7.0
2014-09-19 10:25:00.000000133,5.5
2010-11-23 15:52:40.0000005,3.7
2009-03-08 13:41:15.0000002,10.9
2009-05-29 23:38:19.0000006,20.1
2014-03-05 13:42:00.00000065,5.5
2014-08-07 12:53:00.000000113,39.33
2013-09-22 10:25:00.000000164,6.0
2014-04-28 15:34:00.000000137,10.5
2011-01-16 07:36:14.0000001,4.5
2012-07-03 19:06:11.0000002,5.3
2012-10-03 08:20:00.00000077,8.5
2014-03-01 00:10:00.000000169,20.0
2014-04-02 21:10:00.00000065,4.0
2013-03-30 19:39:00.00000058,6.0
2014-03-20 23:32:42.0000004,11.0
2011-02-04 19:16:00.00000064,13.7
2014-07-14 08:49:00.00000066,9.0
2015-05-02 21:16:30.0000008,4.0
2009-02-01 18:08:00.000000237,5.3
2010-03-13 01:00:10.0000003,35.07
2009-09-28 09:00:36.0000002,5.3
2012-06-01 07:59:43.0000007,7.7
2010-11-15 12:43:21.0000004,4.9
2012-09-07 10:24:00.000000221,10.0
2013-08-01 11:54:47.0000004,19.5
2009-11-20 20:33:23.0000003,4.5
2010-10-08 23:03:00.00000034,9.7
2014-06-07 07:24:00.00000074,9.5
2014-10-07 12:04:00.000000172,7.5
2011-06-14 20:23:00.00000068,21.7
2011-08-26 14:08:08.0000001,4.1
2009-09-30 11:39:10.0000006,3.3
2010-09-18 19:40:00.000000264,7.7
2011-05-27 21:24:00.000000108,22.5
2015-01-20 19:09:32.0000008,16.5
2012-06-29 13:08:05.0000001,34.1
2012-08-05 15:34:00.00000069,5.3
2013-01-08 09:07:00.000000155,12.0
2010-09-25 12:28:10.0000001,5.7
2011-04-06 12:09:18.0000004,8.5
2011-11-01 05:01:00.00000027,6.9
2013-01-24 21:04:03.0000009,6.0
2014-07-24 00:48:00.00000060,5.5
2015-03-06 07:11:28.0000005,13.0
2010-07-08 11:49:00.00000048,6.9
2010-12-20 19:25:15.0000001,7.7
2015-01-03 01:34:51.0000003,10.0
2010-06-14 07:23:59.0000001,6.5
2010-09-07 09:49:38.0000001,5.7
2012-05-29 12:52:36.0000001,7.3
2012-08-26 01:46:38.0000001,5.7
2012-10-28 02:00:00.00000071,15.5
2014-05-11 10:30:00.00000047,6.5
2015-06-01 21:51:15.0000008,12.5
2010-02-12 18:25:27.0000005,6.1
2012-07-26 10:47:37.0000003,11.7
2012-08-15 15:11:35.0000004,6.9
2013-02-27 01:10:00.00000066,7.5
2014-03-05 08:26:52.0000002,11.5
2014-04-20 12:45:00.000000202,14.5
2010-03-25 01:00:00.00000090,8.1
2011-04-04 08:31:00.00000054,10.9
2011-10-20 08:51:00.000000212,4.5
2015-03-30 20:27:40.0000001,6.0
2009-02-13 17:00:39.0000003,9.5
2009-03-01 10:59:00.00000083,5.3
2010-07-19 08:53:00.0000007,6.9
2012-07-21 20:37:00.000000183,5.3
2012-10-02 09:42:38.0000003,22.0
2014-10-03 18:35:00.00000012,6.5
2009-04-25 19:43:58.0000002,7.3
2009-05-04 17:32:00.000000100,2.9
2010-11-01 22:36:54.0000001,3.7
2012-08-01 13:44:56.0000002,8.5
2012-09-02 00:18:46.0000001,5.3
2013-01-07 20:42:37.0000002,33.5
2013-12-07 21:51:00.000000269,5.5
2011-09-11 13:33:43.0000001,9.3
2009-04-08 21:06:59.0000005,6.6
2009-12-11 22:57:52.0000002,18.5
2014-01-07 18:57:40.0000004,20.5
2014-01-28 17:48:00.00000075,10.0
2014-08-07 01:31:14.0000001,17.5
2011-09-01 17:17:45.0000001,49.8
2011-09-30 13:10:46.0000003,4.5
2012-10-12 23:40:00.00000064,15.5
2013-09-16 11:43:00.00000060,31.0
2013-11-06 12:45:15.0000001,5.0
2010-11-07 01:50:22.0000007,11.3
2011-04-10 03:03:52.0000001,10.1
2012-02-21 07:30:00.00000084,6.5
2013-08-11 10:27:00.00000025,8.0
2009-02-11 04:03:00.0000001,4.1
2010-06-18 19:35:49.0000003,10.1
2011-08-13 00:51:00.000000228,6.5
2014-12-16 07:20:06.0000001,14.0
2011-03-01 02:03:58.0000001,4.9
2009-11-23 18:09:00.000000116,4.5
2010-11-17 21:39:00.00000010,3.3
2012-07-08 00:02:00.00000089,7.3
2012-09-04 23:07:54.0000002,5.5
2009-03-05 17:02:18.0000003,8.3
2012-04-27 21:29:00.000000257,4.9
2009-05-26 03:18:27.0000001,11.7
2010-01-18 18:31:00.00000034,6.5
2012-01-04 15:10:00.000000139,7.7
2012-08-19 19:58:21.0000002,6.1
2013-04-24 14:26:00.000000105,9.0
2013-06-04 08:40:00.000000134,8.5
2014-02-08 11:03:10.0000004,5.5
2011-08-07 05:42:00.00000020,10.1
2010-01-29 12:33:00.000000128,6.5
2010-11-30 10:43:00.000000100,10.5
2011-03-02 23:41:00.000000162,4.5
2011-11-03 12:12:12.0000002,5.7
2013-03-18 00:21:00.00000071,12.0
2013-06-12 21:28:13.0000005,11.0
2014-11-21 12:16:32.0000001,26.0
2010-09-09 17:01:00.00000088,5.7
2014-12-06 15:07:00.00000042,15.0
2015-04-16 18:53:08.0000009,6.0
2009-10-25 04:41:00.00000017,8.9
2011-01-07 15:40:34.0000001,6.5
2011-03-21 06:54:00.000000114,7.3
2012-03-14 16:43:00.00000066,4.9
2013-03-13 00:42:00.00000064,20.0
2012-03-22 21:32:00.000000142,6.5
2010-08-05 12:11:00.00000023,9.3
2011-04-16 02:14:57.0000002,7.7
2011-12-10 23:00:00.00000074,8.9
2012-06-06 19:14:30.0000003,4.1
2013-11-11 21:34:37.0000001,13.0
2009-11-14 01:20:00.000000173,10.5
2015-06-21 21:58:12.0000004,9.0
2009-04-27 21:38:39.0000004,13.7
2011-06-29 08:36:00.000000218,13.3
2013-11-03 11:44:00.000000133,6.5
2014-07-30 21:57:00.0000009,18.33
2014-10-20 15:12:00.00000021,8.0
2014-11-24 11:10:48.0000001,16.0
2010-07-09 19:49:07.0000002,3.7
2014-09-20 23:40:00.000000208,10.5
2011-10-30 23:23:00.000000144,12.5
2013-01-03 02:57:00.0000002,5.0
2014-12-30 21:29:12.0000002,12.0
2011-11-08 07:28:26.0000006,5.7
2013-05-17 17:30:00.00000083,52.0
2010-02-18 11:36:21.0000001,14.9
2012-11-14 19:28:50.0000001,7.5
2010-02-20 11:01:00.00000088,6.9
2011-02-17 08:52:00.000000197,7.3
2012-06-22 13:01:59.0000004,45.3
2013-06-30 11:15:00.00000078,6.5
2015-06-24 04:15:06.0000001,22.5
2009-01-23 18:46:19.0000008,15.9
2009-02-13 00:55:31.0000001,12.2
2010-05-09 18:33:00.000000168,8.5
2009-04-16 09:34:00.00000043,6.5
2013-08-23 11:22:29.0000001,5.5
2014-12-28 23:39:00.000000110,12.0
2009-06-30 08:03:29.0000002,7.3
2011-04-08 23:56:13.0000003,15.7
2013-02-24 18:12:41.0000001,18.0
2013-03-07 23:27:32.0000002,7.0
2011-12-14 14:28:13.0000003,32.6
2013-11-19 18:44:00.000000245,13.0
2014-03-28 13:52:03.0000003,26.5
2011-06-07 21:20:13.0000006,9.3
2012-05-28 11:18:07.0000001,10.9
2012-06-20 00:59:00.00000019,8.1
2012-10-13 19:14:00.000000208,5.5
2013-02-25 00:37:25.0000001,4.0
2011-04-17 00:03:00.000000244,8.9
2012-01-25 11:37:40.0000001,8.9
2009-12-20 14:39:00.00000090,8.1
2011-09-13 13:13:00.00000056,6.9
2011-11-28 12:04:40.0000002,16.1
2014-11-01 00:24:00.000000133,18.5
2015-04-08 08:35:14.0000002,15.5
2009-01-26 20:10:00.000000229,4.1
2011-07-07 07:33:00.000000139,9.3
2011-10-13 00:05:01.0000003,8.9
2012-07-29 21:15:00.00000082,7.3
2012-10-30 12:10:59.0000001,11.0
2014-01-01 01:57:23.0000003,4.0
2014-10-28 22:08:37.0000001,5.5
2014-12-29 04:59:00.00000018,8.5
2011-08-29 16:56:00.000000120,10.5
2013-03-03 02:02:00.000000100,8.5
2014-12-22 08:12:00.00000031,8.5
2015-06-01 21:36:26.0000004,18.0
2009-08-06 19:54:00.000000293,11.7
2009-11-18 19:29:14.0000002,6.5
2014-04-29 09:20:00.000000164,15.0
2014-05-21 08:35:35.0000001,11.5
2015-06-29 14:56:09.0000003,8.0
2010-05-17 23:32:00.00000017,16.9
2010-07-17 16:05:00.000000156,49.57
2010-07-22 14:52:00.000000214,9.3
2011-10-09 16:51:00.00000072,9.3
2010-03-16 06:37:00.00000083,6.9
2011-05-05 07:23:06.0000002,49.8
2011-09-27 09:22:00.000000173,6.5
2012-04-04 14:28:00.00000041,7.3
2011-01-08 17:13:03.0000001,8.1
2012-11-22 19:32:52.0000001,13.5
2010-03-12 17:31:00.000000180,8.5
2010-09-20 20:25:00.00000038,6.1
2010-06-19 02:17:00.000000163,7.7
2010-08-05 21:41:00.000000217,11.3
2012-03-09 03:45:27.0000002,6.9
2012-07-30 18:43:00.000000105,5.7
2012-12-17 19:32:00.00000053,9.0
2014-11-13 20:10:19.0000003,7.0
2015-02-22 12:20:05.0000001,7.5
2009-10-10 21:02:30.0000004,7.3
2013-07-20 01:20:00.00000060,5.0
2014-01-22 18:17:12.0000005,15.5
2009-03-17 18:38:00.000000275,10.9
2009-08-13 23:25:00.000000244,10.9
2010-01-28 20:00:00.00000017,4.5
2012-02-01 03:16:00.0000001,7.3
2011-03-04 23:38:57.0000005,5.3
2015-05-16 10:28:27.0000004,5.0
2010-01-30 02:16:00.000000194,9.3
2010-02-20 09:06:29.0000004,10.1
2011-01-07 15:01:00.00000088,5.7
2012-05-24 18:30:00.000000134,12.1
2009-09-17 14:27:00.000000125,49.57
2012-02-02 22:11:00.000000162,4.5
2013-08-27 14:06:28.0000001,8.5
2011-12-02 21:56:00.00000073,7.7
2009-08-22 09:42:16.0000005,11.3
2009-10-30 17:18:00.00000070,11.7
2011-08-12 21:29:42.0000004,8.1
2012-04-19 10:51:00.000000170,5.3
2014-09-14 23:43:27.0000002,8.5
2009-08-04 11:54:50.0000005,10.5
2012-05-18 11:18:40.0000002,6.1
2010-04-04 07:40:30.0000001,8.9
2012-11-14 22:25:00.000000118,6.0
2015-04-12 01:37:18.0000005,8.5
2011-11-14 13:52:00.00000079,12.5
2013-01-24 19:01:11.0000003,16.0
2013-09-26 13:47:00.000000177,52.0
2009-01-17 17:20:02.0000003,4.1
2009-03-17 11:30:22.0000004,6.1
2012-01-13 18:23:00.000000283,7.3
2013-03-21 01:28:53.0000001,12.5
2014-03-08 15:19:56.0000002,8.0
2014-11-15 04:08:36.0000003,5.5
2012-01-03 10:29:04.0000002,5.3
2012-07-16 06:58:22.0000001,5.7
2011-03-06 14:07:00.00000092,30.1
2012-12-29 14:01:00.00000042,5.5
2009-06-10 17:37:00.000000114,20.1
2009-12-07 10:07:32.0000001,4.9
2010-10-01 07:37:38.0000002,14.5
2013-03-16 17:17:00.000000155,6.0
2014-09-15 12:07:00.00000084,57.33
2011-08-21 19:52:35.0000005,4.9
2012-03-11 19:45:00.00000074,28.5
2012-04-22 00:11:51.0000003,8.5
2014-05-15 08:36:27.0000002,20.0
2010-02-15 16:37:08.0000001,6.5
2011-05-09 15:14:00.000000188,6.5
2011-05-31 18:01:44.0000003,9.3
2012-04-03 23:10:48.0000005,6.9
2012-08-16 22:55:19.0000003,8.9
2013-11-04 12:16:28.0000002,11.5
2014-10-28 08:10:00.0000004,20.0
2015-01-23 15:23:51.0000002,57.33
2013-12-07 21:52:00.000000200,18.5
2012-03-01 14:45:46.0000003,9.3
2014-09-28 13:45:00.000000180,7.5
2011-04-08 18:16:06.0000001,12.5
2013-05-27 08:01:00.0000002,4.5
2009-11-10 22:33:00.00000019,8.1
2010-02-21 01:38:00.000000115,7.3
2010-09-10 13:33:00.000000102,14.1
2011-04-10 12:55:54.0000002,6.9
2012-11-09 17:19:33.0000001,7.0
2009-11-14 11:11:35.0000004,9.7
2013-03-19 18:58:18.0000008,5.5
2013-11-02 13:57:00.000000144,14.0
2009-07-04 19:06:40.0000001,6.5
2010-09-08 08:18:00.000000141,14.9
2011-11-13 16:41:00.00000041,15.3
2014-09-26 03:52:00.00000033,10.5
2011-02-18 10:37:00.00000027,12.1
2012-06-30 18:13:58.0000002,5.7
2013-04-27 19:37:00.00000021,8.0
2014-03-29 00:01:25.0000001,11.0
2014-10-03 15:53:00.000000125,7.5
2010-05-10 17:09:21.0000001,25.47
2011-09-02 11:04:00.000000128,6.1
2012-04-24 11:43:00.000000119,11.3
2013-07-24 17:31:37.0000002,10.0
2014-08-19 08:14:00.000000147,32.83
2015-03-01 02:25:16.0000006,5.0
2015-04-20 08:15:53.0000002,9.0
2011-03-04 18:49:00.000000160,5.7
2009-05-04 07:54:00.000000148,4.9
2009-09-11 16:07:28.0000002,3.7
2011-06-16 00:48:00.00000094,4.9
2011-10-14 17:13:26.0000002,7.3
2014-08-03 08:26:00.00000016,7.5
2015-03-15 23:53:48.0000002,30.33
2015-02-16 18:19:40.0000004,5.5
2015-05-21 15:18:36.0000005,25.5
2009-07-01 16:08:21.0000001,7.7
2010-07-18 00:47:00.00000097,5.7
2012-10-19 03:04:00.00000027,6.5
2009-02-16 18:47:00.000000132,8.1
2011-07-24 02:09:00.00000015,4.5
2013-10-22 19:25:33.0000001,22.5
2012-04-26 16:16:00.000000164,4.5
2012-06-06 12:38:00.00000059,4.5
2013-09-12 10:09:00.00000019,17.0
2009-05-19 09:56:07.0000001,49.15
2009-11-08 03:48:00.00000070,6.9
2010-02-12 12:52:00.00000081,5.3
2010-04-18 08:28:08.0000002,3.3
2011-06-15 12:13:00.000000106,11.7
2013-01-02 07:12:39.0000001,9.5
2015-06-12 23:15:23.0000002,15.0
2009-10-02 11:09:25.0000002,13.7
2012-05-09 07:11:54.0000006,49.8
2011-01-13 17:16:13.0000007,3.7
2012-02-09 08:50:00.000000125,8.1
2012-04-08 02:27:00.000000127,4.5
2013-03-24 01:41:51.0000005,23.0
2013-05-11 20:49:00.000000131,21.5
2011-08-25 08:19:00.000000153,6.1
2012-03-22 13:37:00.00000061,6.1
2013-01-11 12:36:41.0000001,14.0
2013-09-12 13:18:08.0000005,9.5
2009-10-25 12:46:13.0000004,8.1
2011-11-13 00:13:57.0000003,13.3
2013-02-22 18:23:00.00000058,8.5
2013-09-29 00:15:00.000000196,8.0
2009-06-06 12:12:00.00000013,4.5
2013-11-20 12:56:17.0000001,8.0
2010-08-29 22:23:00.00000023,8.1
2013-12-23 10:47:00.00000088,6.5
2014-03-23 07:12:50.0000001,23.0
2014-03-28 09:20:06.0000001,7.5
2015-01-10 07:00:42.0000003,3.0
2012-05-31 22:36:34.0000002,4.5
2012-06-15 06:17:50.0000001,4.5
2012-12-02 11:14:00.000000119,5.5
2013-05-24 16:59:00.00000083,11.5
2013-09-28 04:04:00.0000002,5.0
2015-01-07 18:19:01.0000005,5.5
2009-03-16 06:09:06.0000003,12.5
2012-04-14 10:25:00.00000043,8.1
2010-01-10 14:14:00.00000074,4.5
2013-11-07 23:50:05.0000002,4.5
2015-04-01 12:04:30.0000006,11.5
2014-03-23 22:03:18.0000001,5.5
2014-11-03 19:12:43.0000003,12.5
2011-08-17 12:50:31.0000003,5.7
2012-10-16 07:51:00.00000019,3.5
2009-10-26 14:44:38.0000004,4.9
2011-02-04 06:01:08.0000001,4.1
2013-05-28 12:40:00.000000119,7.0
2009-10-27 22:19:00.00000091,16.1
2013-06-06 20:45:45.0000001,13.0
2011-10-21 18:27:00.00000083,10.5
2009-11-20 09:14:00.000000211,4.5
2011-03-10 06:50:12.0000001,7.7
2011-03-24 11:26:18.0000001,7.7
2011-09-17 02:14:00.00000054,16.5
2011-11-21 22:04:07.0000003,28.9
2014-05-05 21:52:00.00000056,10.5
2010-12-15 01:48:00.00000023,6.9
2011-04-04 15:18:44.0000002,5.7
2011-04-15 07:23:23.0000002,3.7
2011-04-25 22:15:00.000000143,15.3
2012-08-08 23:56:54.0000001,5.7
2011-06-07 13:31:16.0000004,6.5
2013-08-15 20:39:35.0000001,21.0
2013-09-26 16:20:28.0000002,17.5
2015-06-10 11:59:28.0000001,7.0
2015-06-23 19:50:07.0000006,9.0
2009-02-09 19:45:00.000000171,5.7
2010-03-03 07:40:51.0000002,5.7
2009-02-01 01:20:00.00000080,4.5
2010-07-03 00:11:08.0000002,19.3
2013-06-23 03:00:10.0000002,17.0
2014-06-12 18:18:40.0000002,23.0
2009-02-25 17:31:57.0000009,6.3
2010-05-04 06:45:00.00000054,4.1
2010-09-29 01:39:20.0000002,8.9
2013-02-21 15:35:27.0000004,17.5
2012-04-01 18:10:21.0000001,49.8
2015-03-26 14:51:50.0000007,8.5
